Customer,Birth_Year,Highest_Education,Marital_Status,Household_Income ,Kid_home,Teen_home,Enrollment_Date,Last_purchase,AmountFruits,AmountMeat,AmountFish,AmountSweet,AmountGold,Deals,Web,Catalog,Store,WebVisits,ad1,ad2,ad3,ad4,ad5,ad6,Complain,Location
4073,1954,2n Cycle,Married,"$63,564.00 ",0,0,1/29/2014,0,80,252,15,34,65,1,10,10,7,6,0,0,1,0,0,1,0,GER
4084,1975,Graduation,Together,"$60,934.00 ",0,1,1/17/2014,41,155,155,192,93,54,2,6,4,11,4,0,0,0,0,0,0,0,CA
4088,1962,PhD,Together,"$31,497.00 ",0,1,12/6/2012,22,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,0,0,SP
4093,1975,Master,Together,"$53,253.00 ",1,1,2/11/2013,61,9,57,20,9,125,7,4,3,5,5,0,0,0,0,0,0,0,CA
4096,1968,Master,Divorced,"$41,335.00 ",1,0,12/26/2013,24,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,0,US
4098,1973,Graduation,Married,"$24,639.00 ",1,1,1/28/2014,3,3,16,0,4,1,3,2,0,4,6,0,0,0,0,0,0,0,AUS
4099,1972,Graduation,Married,"$30,675.00 ",1,0,11/12/2012,14,2,16,11,2,21,1,1,0,3,8,0,0,0,0,0,0,0,SP
4102,1975,2n Cycle,Married,"$37,284.00 ",1,1,3/29/2013,46,1,2,2,1,6,1,0,0,3,6,0,0,0,0,0,0,0,SP
4107,1948,PhD,Together,"$46,681.00 ",0,2,10/8/2013,52,15,69,15,19,38,2,4,6,4,5,0,0,0,0,0,0,0,SP
4114,1964,Master,Married,"$79,143.00 ",0,0,8/11/2012,2,37,780,27,167,32,1,6,9,13,3,0,0,0,0,0,0,0,AUS
4119,1963,Master,Together,"$38,620.00 ",0,0,5/11/2013,56,17,44,34,22,89,1,2,5,3,3,0,0,0,0,0,0,0,GER
4120,1975,2n Cycle,Single,"$49,514.00 ",1,0,12/17/2013,61,39,78,58,13,93,2,6,1,4,7,0,0,0,0,0,0,0,IND
4128,1962,PhD,Together,"$56,067.00 ",0,1,7/20/2013,51,12,54,16,6,120,2,7,4,7,5,0,0,0,0,0,0,0,SA
4136,1992,Basic,Single,"$7,500.00 ",1,0,12/3/2012,63,17,18,8,26,40,4,3,2,2,9,0,0,0,0,0,0,0,SP
4137,1948,Graduation,Together,"$70,666.00 ",0,0,12/6/2013,29,40,367,119,122,30,1,7,4,4,4,0,0,0,0,0,0,0,AUS
4138,1962,Graduation,Single,"$76,624.00 ",0,1,5/24/2014,68,106,147,54,115,66,1,5,10,7,1,0,0,1,0,0,0,0,SP
4141,1965,Graduation,Together,"$71,613.00 ",0,0,8/21/2013,26,49,127,111,21,42,1,8,2,10,4,0,0,0,0,0,0,0,US
4149,1948,PhD,Together,"$76,140.00 ",0,0,5/13/2014,57,66,653,17,0,26,1,5,9,6,2,0,0,0,0,0,0,0,SP
4168,1966,Graduation,Single,"$37,070.00 ",1,1,3/20/2013,30,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,1,0,SP
4184,1950,PhD,Together,"$52,157.00 ",0,1,6/7/2014,48,2,29,3,2,40,2,3,2,5,4,0,0,0,0,0,0,0,SP
4186,1950,Graduation,Together,"$34,026.00 ",1,1,8/5/2013,11,6,15,12,8,17,3,2,1,3,5,0,0,0,0,0,0,0,CA
4188,1957,Graduation,Single,"$36,864.00 ",0,1,8/13/2012,53,5,39,17,0,89,3,5,2,4,8,0,0,0,0,0,1,0,AUS
4198,1965,Graduation,Together,"$29,672.00 ",1,1,3/12/2013,6,1,3,0,4,8,1,0,0,3,6,0,0,0,0,0,0,0,SP
4201,1962,Graduation,Single,"$57,967.00 ",0,1,3/3/2013,39,7,137,4,0,91,5,4,2,8,5,0,0,0,0,0,0,0,IND
4207,1981,PhD,Married,"$87,171.00 ",0,0,5/1/2013,27,44,107,58,44,44,1,6,7,11,2,0,0,1,0,1,0,0,SP
4211,1986,Basic,Married,"$20,425.00 ",1,0,10/29/2012,5,12,5,3,16,17,2,2,0,3,7,0,0,0,0,0,0,0,CA
4216,1981,Graduation,Single,"$91,065.00 ",0,0,2/22/2013,33,114,108,179,137,114,1,7,9,9,3,1,0,0,0,1,1,0,SP
4220,1970,PhD,Married,"$59,892.00 ",0,1,11/2/2013,26,0,13,0,1,0,1,2,1,3,3,0,0,0,0,0,0,0,CA
4246,1982,Master,Single,"$6,560.00 ",0,0,12/12/2013,2,11,26,4,3,262,0,1,0,1,17,0,0,0,0,0,0,0,SP
4248,1960,Master,Single,"$98,777.00 ",0,0,2/17/2014,23,19,711,125,115,38,0,4,6,9,1,0,0,0,1,0,0,0,SP
4261,1946,PhD,Single,"$82,800.00 ",0,0,11/24/2012,23,22,115,59,68,45,1,7,6,12,3,1,0,0,0,1,1,0,SA
4268,1959,Graduation,Married,"$53,154.00 ",0,1,6/9/2014,50,0,21,0,1,7,1,3,1,4,4,0,0,0,0,0,0,0,US
4286,1970,PhD,Single,"$57,642.00 ",0,1,1/9/2014,24,6,58,8,0,27,3,7,6,6,4,0,0,1,0,0,0,0,IND
4290,1972,Graduation,Married,"$30,467.00 ",1,0,3/19/2014,8,3,8,2,5,5,1,1,0,2,7,0,0,0,0,0,0,0,CA
4298,1973,PhD,Together,"$20,427.00 ",1,0,3/24/2014,63,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,SP
4299,1960,Graduation,Together,"$70,971.00 ",0,1,9/21/2012,28,17,572,93,125,17,7,11,11,5,7,0,0,0,0,0,1,0,SP
4301,1971,Master,Married,"$35,178.00 ",1,0,1/10/2013,10,1,13,2,2,18,1,1,1,2,7,0,0,1,0,0,1,0,AUS
4310,1944,Graduation,Married,"$80,589.00 ",0,0,1/22/2014,25,93,520,242,40,26,1,5,10,5,1,1,0,0,0,0,1,0,AUS
4320,1979,Graduation,Single,"$60,152.00 ",0,1,3/28/2013,6,83,300,86,58,91,1,6,4,12,3,0,0,0,0,0,0,0,SP
4322,1958,PhD,Together,"$77,863.00 ",0,0,11/27/2013,20,38,319,16,25,12,1,4,5,10,2,0,0,0,0,0,0,0,SP
4324,1989,Graduation,Married,"$42,387.00 ",1,0,10/29/2012,42,0,235,19,4,191,5,8,1,7,8,0,0,0,0,0,0,0,SP
4329,1984,PhD,Married,"$18,988.00 ",1,0,5/23/2014,43,0,6,2,1,1,2,1,0,3,7,0,0,0,0,0,0,0,AUS
4331,1978,Master,Together,"$85,738.00 ",0,0,1/23/2014,41,26,376,17,26,13,1,3,6,11,1,0,0,0,1,1,0,0,SP
4338,1983,Graduation,Single,"$39,062.00 ",1,0,3/25/2014,28,0,9,0,0,12,1,1,0,3,4,0,0,1,0,0,0,0,SP
4339,1970,PhD,Married,"$67,353.00 ",0,1,12/31/2013,37,17,151,0,8,35,5,5,6,12,2,0,0,0,0,0,0,0,AUS
4345,1964,2n Cycle,Single,,1,1,1/12/2014,49,1,9,2,0,4,1,1,0,2,7,0,0,0,0,0,0,0,AUS
4369,1957,Master,Absurd,"$65,487.00 ",0,0,1/10/2014,48,67,500,199,0,163,3,3,5,6,2,0,0,0,0,0,0,0,CA
4376,1960,2n Cycle,Single,"$32,218.00 ",0,0,2/15/2014,27,24,15,13,1,30,1,2,1,3,7,0,0,1,0,0,1,0,SP
4377,1971,Graduation,Married,"$52,914.00 ",0,1,1/7/2013,32,10,44,30,10,227,2,7,3,3,7,0,0,1,0,0,0,0,CA
4381,1971,PhD,Married,"$46,463.00 ",1,1,8/18/2013,56,2,40,8,11,11,7,3,1,6,6,0,0,0,0,0,0,0,SP
4390,1954,Graduation,Together,"$75,315.00 ",0,1,4/15/2014,14,15,171,142,23,31,2,5,4,12,2,0,0,0,0,0,0,0,SA
4391,1968,Master,Divorced,"$63,841.00 ",0,1,4/21/2013,64,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,SA
4394,1965,PhD,Married,"$81,051.00 ",0,0,5/23/2014,43,29,249,38,29,14,1,5,5,12,2,0,0,0,1,1,0,0,SP
4399,1969,Graduation,Together,"$68,695.00 ",0,0,6/25/2014,3,81,356,106,50,40,1,4,4,7,2,0,0,0,0,0,0,0,CA
4405,1956,Master,Married,"$63,915.00 ",0,2,7/30/2013,2,7,115,30,0,15,2,6,3,12,5,0,0,0,0,0,0,0,AUS
4406,1970,Graduation,Together,"$67,419.00 ",0,1,1/16/2013,29,84,352,91,56,42,4,9,4,8,5,0,0,0,0,0,0,0,CA
4415,1961,Graduation,Married,"$16,860.00 ",1,1,9/12/2012,19,4,4,3,3,14,3,1,1,3,7,0,0,0,0,0,0,0,SP
4418,1983,Master,Single,"$89,616.00 ",0,0,2/25/2013,36,47,655,145,111,15,1,7,5,12,2,0,0,0,0,0,1,0,CA
4426,1975,Graduation,Single,"$55,801.00 ",1,1,9/22/2013,35,4,51,6,4,95,6,7,2,6,7,1,0,0,0,0,0,0,US
4427,1995,2n Cycle,Single,"$83,257.00 ",0,0,9/18/2012,56,27,590,38,107,67,1,5,10,12,6,0,0,1,0,1,1,1,SP
4436,1976,Graduation,Single,"$20,180.00 ",0,0,2/20/2013,27,42,24,15,20,18,1,2,1,4,7,0,0,0,0,0,0,0,SP
4437,1962,Graduation,Married,"$65,316.00 ",1,1,4/24/2013,65,6,92,3,9,38,2,3,2,5,4,0,0,0,0,0,0,0,SP
4444,1972,Graduation,Married,"$30,023.00 ",1,0,3/24/2014,28,0,16,7,6,21,1,2,0,3,8,0,0,0,0,0,0,0,SP
4452,1957,Graduation,Single,"$50,388.00 ",0,1,5/28/2014,3,6,37,0,3,34,4,6,1,6,7,1,0,0,1,0,1,0,GER
4459,1989,Graduation,Single,"$30,279.00 ",1,0,12/30/2012,13,4,14,4,4,1,1,1,0,3,8,0,0,0,0,0,0,0,SP
4470,1962,Master,Married,"$58,646.00 ",0,1,6/10/2013,3,1,44,6,5,22,1,2,1,4,4,0,0,0,0,0,0,0,SP
4472,1970,PhD,Divorced,"$35,682.00 ",1,0,6/27/2014,34,0,8,6,2,18,1,1,1,3,2,0,0,0,0,0,0,0,AUS
4477,1958,Graduation,Together,"$69,096.00 ",0,1,9/27/2013,4,49,159,7,82,109,1,5,2,10,4,0,0,0,0,0,0,0,GER
4480,1973,Master,Married,"$60,432.00 ",0,1,3/9/2014,61,3,15,4,3,11,5,7,2,5,6,0,0,0,0,0,0,0,SA
4483,1993,Graduation,Single,"$72,354.00 ",0,0,4/17/2013,67,26,473,220,12,182,1,2,10,6,1,0,0,0,0,0,0,0,SA
4487,1969,Master,Single,"$39,858.00 ",1,0,1/24/2013,67,20,25,2,7,26,1,2,0,4,6,0,0,0,0,0,1,0,SA
4491,1949,Master,Married,"$62,845.00 ",1,1,10/1/2012,3,0,45,0,0,34,11,3,4,10,8,0,0,0,1,0,0,0,SP
4500,1991,PhD,Together,"$68,682.00 ",0,0,10/6/2013,56,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,0,SP
4518,1979,Graduation,Together,"$85,693.00 ",0,1,4/20/2013,59,172,183,185,132,111,2,9,5,11,5,0,0,0,0,0,0,0,CA
4530,1948,Master,Widow,"$78,427.00 ",0,0,10/24/2012,36,19,595,180,26,138,3,3,7,10,3,1,0,0,0,0,1,0,GER
4543,1980,Graduation,Married,"$82,497.00 ",0,0,10/31/2012,32,129,573,216,21,203,1,2,7,9,4,0,0,0,0,1,0,0,SA
4548,1981,Graduation,Single,"$41,967.00 ",1,1,11/23/2013,66,4,10,0,2,15,1,1,0,3,4,0,0,0,0,0,0,0,CA
4550,1966,Master,Together,"$33,564.00 ",0,1,6/24/2014,51,0,3,0,0,7,1,1,1,3,5,0,0,0,0,0,0,0,SP
4552,1991,Graduation,Married,"$51,373.00 ",0,0,6/22/2013,37,2,101,64,26,117,1,3,5,3,4,0,0,0,0,0,0,0,SP
4557,1970,Graduation,Together,"$22,070.00 ",1,0,10/4/2013,11,7,19,8,2,21,2,2,2,2,6,0,0,0,0,0,0,0,SA
4580,1969,Graduation,Married,"$75,759.00 ",0,0,10/25/2013,46,22,708,89,91,182,1,9,7,9,5,1,0,1,0,1,1,0,SA
4597,1970,PhD,Together,"$82,072.00 ",0,0,7/2/2013,67,55,685,168,92,129,1,3,2,13,1,0,0,0,0,0,0,0,SA
4599,1976,Master,Married,"$49,681.00 ",0,2,11/4/2013,66,0,26,0,0,21,6,7,1,7,7,0,0,0,0,0,0,0,CA
4603,1960,PhD,Married,"$65,695.00 ",0,1,1/31/2014,50,32,189,0,58,6,2,5,4,10,4,0,0,0,0,0,0,0,SP
4607,1959,Graduation,Together,"$71,367.00 ",0,0,8/23/2013,24,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,0,SP
4608,1987,Graduation,Divorced,"$81,361.00 ",0,0,2/25/2014,18,23,424,27,65,76,1,3,10,13,1,0,0,0,0,0,1,0,SA
4609,1966,PhD,Married,"$57,705.00 ",0,1,1/11/2014,14,0,53,6,4,40,3,8,1,6,6,0,0,0,0,0,0,0,SP
4611,1970,Graduation,Together,"$105,471.00 ",0,0,1/21/2013,36,181,104,202,21,207,0,9,8,13,3,1,0,0,0,1,1,0,SP
4619,1945,PhD,Single,"$113,734.00 ",0,0,5/28/2014,9,2,3,1,262,3,0,27,0,0,1,0,0,0,0,0,0,0,SP
4640,1967,Graduation,Divorced,"$70,647.00 ",0,1,9/21/2012,65,85,171,25,123,114,2,4,7,13,2,0,0,0,0,0,0,0,SA
4643,1973,Graduation,Married,"$27,803.00 ",1,0,8/26/2012,40,26,46,38,9,49,2,3,0,4,8,0,0,0,0,0,0,0,AUS
4646,1951,2n Cycle,Married,"$78,497.00 ",0,0,12/1/2013,44,26,447,75,0,223,1,5,7,12,2,1,0,0,0,0,0,0,CA
4653,1978,Graduation,Together,"$42,011.00 ",1,0,3/26/2013,46,0,16,2,1,39,4,3,1,4,8,0,0,0,0,0,0,0,SA
4654,1992,Graduation,Together,"$75,114.00 ",0,0,11/7/2013,40,12,523,63,60,24,1,3,10,5,2,0,0,0,0,0,0,0,SA
4656,1990,2n Cycle,Single,"$51,250.00 ",1,0,3/30/2013,28,32,230,34,32,40,5,10,5,4,9,0,0,1,0,0,0,0,SA
4669,1981,Basic,Married,"$24,480.00 ",1,0,2/11/2013,46,19,9,28,25,17,3,3,0,4,7,0,0,0,0,0,0,0,SA
4673,1963,PhD,Married,"$81,300.00 ",0,1,10/30/2012,17,12,145,32,12,36,3,10,3,5,5,1,0,0,0,0,1,0,SP
4679,1977,Master,Married,"$78,710.00 ",0,1,5/23/2014,42,0,152,119,50,50,3,7,6,12,4,0,0,0,0,0,0,0,SP
4686,1962,PhD,Widow,"$82,571.00 ",0,0,4/2/2014,28,31,558,62,95,79,0,6,5,13,2,0,0,0,0,1,0,0,SP
4690,1953,Graduation,Married,"$50,725.00 ",0,1,2/13/2013,45,10,75,0,10,48,4,8,1,8,8,0,0,0,0,0,0,0,CA
4692,1976,Graduation,Married,"$7,500.00 ",1,0,8/1/2012,19,0,12,13,7,32,5,4,1,2,9,0,0,1,0,0,1,0,AUS
4697,1949,Master,Divorced,"$35,416.00 ",0,0,6/13/2013,62,3,81,4,3,51,3,7,1,5,8,0,0,0,0,0,0,0,SA
4698,1983,PhD,Married,"$50,150.00 ",0,0,6/20/2013,32,46,92,65,61,11,2,5,2,7,5,0,0,0,0,0,0,0,SP
4702,1964,Graduation,Single,"$61,839.00 ",0,0,8/12/2012,20,155,379,224,17,120,1,4,8,4,8,0,0,0,0,0,0,0,SP
4706,1966,Graduation,Single,"$34,704.00 ",0,1,4/27/2013,65,0,5,0,1,5,1,1,0,3,5,0,0,0,0,0,0,0,CA
4712,1991,2n Cycle,Together,"$20,193.00 ",0,0,11/28/2012,18,8,22,24,11,9,1,1,1,4,4,0,0,0,0,0,0,0,SP
4713,1979,PhD,Married,"$31,605.00 ",1,0,11/22/2012,15,0,42,2,1,6,2,2,1,4,7,0,0,0,0,0,0,0,SP
4741,1974,2n Cycle,Married,"$65,463.00 ",1,0,1/30/2014,17,32,70,21,32,16,2,6,2,9,5,0,0,0,1,0,0,0,SP
4749,1968,Graduation,Together,"$58,554.00 ",1,1,9/26/2012,55,24,68,38,0,88,6,8,2,6,7,0,0,0,0,0,0,0,IND
4756,1952,2n Cycle,Divorced,"$63,998.00 ",0,0,12/20/2013,42,29,818,0,33,112,1,7,6,11,4,0,0,0,0,0,1,0,SP
4764,1952,Master,Together,"$40,442.00 ",1,1,8/19/2012,52,12,52,25,22,13,4,3,1,4,7,0,0,0,0,0,1,0,SA
4767,1965,2n Cycle,Married,"$70,924.00 ",0,0,4/7/2014,41,114,254,132,152,76,1,6,6,7,3,0,0,0,0,1,0,0,SP
4769,1977,Master,Together,"$57,954.00 ",1,1,6/18/2014,52,4,24,0,0,9,7,8,2,6,7,0,0,0,1,0,0,0,SP
4785,1970,PhD,Together,"$77,622.00 ",0,2,4/14/2014,3,7,154,19,0,14,2,6,3,11,3,0,0,0,0,0,0,0,SA
4790,1958,Graduation,Divorced,"$79,803.00 ",0,1,6/2/2014,54,8,216,21,16,33,1,4,3,5,1,0,0,0,0,0,0,0,SP
4791,1980,Graduation,Together,"$44,964.00 ",1,1,12/16/2012,35,1,17,2,0,2,1,1,0,3,8,0,0,0,0,0,0,0,AUS
4808,1956,Graduation,Married,"$15,759.00 ",0,0,9/5/2013,12,2,5,6,0,3,1,1,0,2,7,0,0,0,0,0,0,0,SP
4827,1956,PhD,Single,"$54,998.00 ",0,1,3/10/2013,3,22,202,39,30,8,5,4,2,9,4,0,0,0,0,0,1,0,SP
4828,1954,Graduation,Divorced,"$79,865.00 ",0,1,6/18/2014,12,99,278,185,121,38,1,5,10,5,1,0,0,0,0,0,0,0,SA
4837,1965,PhD,Married,"$71,322.00 ",0,1,2/16/2013,57,43,226,69,10,204,2,8,5,13,4,0,0,0,0,0,0,0,SP
4838,1978,Graduation,Together,"$22,775.00 ",1,0,6/19/2013,40,1,8,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,IND
4855,1974,PhD,Together,"$30,351.00 ",1,0,6/6/2013,19,0,24,3,3,2,1,3,0,2,9,0,0,0,0,0,1,0,US
4856,1957,2n Cycle,Married,"$82,347.00 ",0,0,11/6/2012,38,54,845,202,133,63,1,7,7,10,3,1,0,1,0,0,0,0,IND
4860,1970,Graduation,Single,"$24,206.00 ",1,0,3/8/2013,66,2,8,3,2,3,1,1,0,3,6,0,0,0,0,0,0,0,SP
4864,1977,Graduation,Married,"$34,380.00 ",1,0,5/2/2013,68,7,58,13,1,24,4,4,1,3,8,0,0,0,0,0,0,0,CA
4865,1974,Master,Divorced,"$53,367.00 ",1,1,8/31/2013,2,7,140,10,3,11,7,5,1,8,7,0,0,0,0,0,1,0,AUS
4867,1968,PhD,Single,"$38,236.00 ",1,1,9/20/2013,2,0,18,2,0,10,4,3,0,4,7,0,0,0,0,0,0,0,SP
4877,1973,Master,Married,"$38,576.00 ",0,1,3/4/2014,2,0,7,0,0,0,1,1,0,3,7,0,0,0,0,0,0,0,IND
4887,1976,PhD,Divorced,"$55,412.00 ",1,1,11/22/2013,65,5,28,11,1,8,1,2,0,3,5,0,0,0,0,0,0,0,CA
4931,1977,Graduation,Together,"$157,146.00 ",0,0,4/29/2013,13,0,1725,2,1,1,0,0,28,0,1,0,0,0,0,0,0,0,SA
4937,1973,2n Cycle,Married,"$46,094.00 ",1,1,6/10/2014,62,2,20,3,2,5,1,1,0,3,7,0,0,0,0,0,0,0,SP
4939,1946,Graduation,Together,"$37,760.00 ",0,0,8/31/2012,20,5,38,150,12,28,2,4,1,6,7,0,0,0,0,0,0,0,US
4944,1959,Graduation,Together,"$71,367.00 ",0,0,8/23/2013,24,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,0,SP
4945,1953,Graduation,Widow,"$53,653.00 ",0,0,11/7/2012,29,10,239,28,10,108,2,10,4,12,6,0,0,0,0,0,0,0,SP
4947,1966,2n Cycle,Single,"$89,572.00 ",0,0,9/15/2012,44,24,974,197,194,64,1,7,7,9,4,1,0,0,1,0,1,0,SP
4954,1956,Graduation,Married,"$48,195.00 ",1,1,1/21/2014,53,27,68,52,7,5,6,4,2,5,6,0,0,0,0,0,0,0,SP
4961,1974,Master,Together,"$21,255.00 ",1,0,1/21/2014,56,0,25,2,2,3,4,2,1,4,4,0,0,0,0,0,0,0,SP
4967,1960,PhD,Together,"$38,201.00 ",0,1,3/29/2013,19,0,23,0,0,12,4,5,1,5,8,0,0,0,0,0,0,0,SA
4971,1962,PhD,Together,"$31,497.00 ",0,1,12/6/2012,22,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,0,0,SA
4973,1970,Graduation,Single,"$20,587.00 ",1,0,5/11/2014,39,3,6,4,1,9,1,1,1,2,7,0,0,0,0,0,0,0,CA
4988,1948,PhD,Married,"$34,469.00 ",1,1,5/4/2014,58,6,20,0,5,12,3,1,1,4,4,0,0,0,0,0,0,0,SA
4992,1975,Master,Together,"$17,459.00 ",1,0,9/19/2013,12,4,16,3,10,30,3,3,1,2,7,0,0,0,0,0,1,0,SP
4994,1943,Master,Single,"$77,598.00 ",0,0,10/1/2013,53,33,281,129,66,33,1,7,5,13,3,0,0,0,0,1,0,0,SP
5011,1963,Graduation,Divorced,"$68,118.00 ",0,1,10/18/2013,51,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0,SP
5012,1989,Graduation,Married,"$28,691.00 ",1,0,7/4/2013,56,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,0,SP
5025,1979,Graduation,Single,"$48,526.00 ",1,0,12/24/2013,32,17,23,43,20,9,1,2,1,4,3,0,0,0,0,0,0,0,SP
5029,1946,Graduation,Married,"$18,100.00 ",0,0,8/6/2013,14,1,2,4,3,1,1,0,0,3,5,0,0,0,0,0,0,0,SP
5031,1974,Graduation,Together,"$83,145.00 ",0,0,9/22/2012,14,35,731,39,137,114,1,5,9,11,2,0,0,0,0,1,1,0,SP
5036,1984,PhD,Single,"$42,710.00 ",1,0,11/28/2012,38,3,42,4,3,102,2,4,5,3,6,0,0,0,0,0,0,0,SP
5048,1971,PhD,Single,"$42,767.00 ",2,0,5/11/2013,53,6,43,19,5,38,1,3,1,2,8,0,0,0,0,0,0,0,SA
5049,1974,PhD,Together,"$30,351.00 ",1,0,6/6/2013,19,0,24,3,3,2,1,3,0,2,9,0,0,0,0,0,0,0,SP
5067,1994,Graduation,Together,"$80,134.00 ",0,0,2/14/2014,11,26,282,52,26,26,1,2,7,11,5,1,1,0,1,1,0,0,SP
5074,1986,Master,Married,"$28,072.00 ",1,0,7/8/2013,10,0,10,2,0,5,1,1,0,3,7,0,0,0,0,0,0,0,CA
5077,1979,Graduation,Together,"$77,298.00 ",0,1,11/2/2013,46,115,292,23,35,79,1,6,6,11,3,0,0,0,0,0,0,0,CA
5080,1993,Graduation,Single,"$70,515.00 ",0,0,10/21/2013,12,0,452,182,64,140,1,6,6,4,2,0,0,0,0,0,1,0,ME
5081,1967,2n Cycle,Together,"$47,821.00 ",1,1,10/20/2013,54,0,16,6,6,10,1,1,0,3,8,0,0,0,0,0,0,0,SP
5092,1949,PhD,Widow,"$51,569.00 ",0,1,2/12/2013,39,0,47,6,0,34,4,7,1,7,8,0,0,0,1,0,1,0,SP
5093,1974,PhD,Divorced,"$25,509.00 ",1,0,9/18/2012,15,3,30,10,7,11,3,3,0,3,9,0,0,0,0,0,1,0,SP
5107,1973,PhD,Divorced,"$35,860.00 ",1,1,5/19/2014,37,0,8,4,2,20,2,1,1,2,5,0,0,1,0,0,0,0,SP
5113,1971,PhD,Divorced,"$86,979.00 ",0,0,11/7/2013,67,100,835,65,83,35,1,5,5,5,2,0,0,1,0,0,1,0,SP
5114,1965,Master,Married,"$74,806.00 ",0,1,12/19/2012,1,9,249,0,28,9,2,5,4,5,4,0,0,0,0,0,0,0,AUS
5117,1963,2n Cycle,Married,"$32,632.00 ",0,0,8/2/2012,32,151,137,153,19,53,2,4,4,8,5,0,0,0,0,0,0,0,SP
5121,1977,Graduation,Single,"$56,628.00 ",0,1,3/21/2014,30,5,82,7,17,171,2,7,6,5,5,0,0,1,0,0,0,0,CA
5123,1951,Master,Married,"$27,450.00 ",0,0,4/15/2013,57,12,23,8,11,52,1,2,1,3,7,0,0,0,0,0,0,0,SP
5125,1960,Graduation,Married,"$79,530.00 ",0,0,5/17/2013,64,0,815,129,42,29,1,4,10,11,2,0,0,0,0,0,0,0,SP
5136,1973,Graduation,Single,"$65,333.00 ",0,1,1/17/2014,58,7,92,0,15,30,7,9,4,8,6,0,0,0,1,1,0,0,CA
5138,1950,Graduation,Together,"$28,320.00 ",0,1,1/14/2013,68,1,14,3,2,4,1,1,0,3,8,0,0,0,0,0,0,0,SP
5140,1985,PhD,Married,"$64,355.00 ",1,0,8/24/2012,66,0,140,67,38,153,2,4,3,12,8,0,0,0,0,0,0,0,SP
5147,1948,Graduation,Single,"$90,842.00 ",0,0,7/29/2013,57,70,118,182,187,93,1,4,9,13,1,0,0,0,0,0,0,0,SP
5150,1979,Basic,Single,"$20,194.00 ",1,0,12/17/2012,64,4,7,11,10,15,2,2,0,3,6,0,0,0,0,0,0,0,SP
5154,1972,Master,Divorced,"$37,760.00 ",1,0,8/11/2013,54,3,13,2,10,0,1,2,0,3,6,0,0,0,0,0,0,0,SP
5156,1970,2n Cycle,Married,"$62,466.00 ",0,1,1/15/2014,13,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,0,SP
5172,1976,Master,Together,"$65,104.00 ",0,1,11/14/2013,4,0,232,13,20,50,2,3,5,7,7,0,0,0,0,0,0,0,SP
5177,1974,Master,Married,"$58,494.00 ",0,1,12/12/2013,56,7,68,4,0,19,2,6,2,6,6,0,0,0,0,0,0,0,SA
5180,1968,PhD,Divorced,"$50,616.00 ",0,1,4/18/2014,56,0,16,0,1,4,2,4,0,4,7,0,0,0,0,0,0,0,SP
5181,1982,Basic,Single,"$24,367.00 ",1,0,3/20/2013,58,4,2,0,11,5,1,1,0,2,9,0,0,0,0,0,0,0,SP
5184,1995,Graduation,Single,"$34,824.00 ",0,0,3/26/2014,65,2,11,2,0,4,1,1,0,2,6,0,0,0,0,0,0,0,SP
5186,1955,PhD,Married,"$58,482.00 ",0,1,3/12/2014,59,7,115,19,7,7,2,7,4,9,6,0,0,0,1,0,0,0,CA
5204,1971,Graduation,Together,"$74,538.00 ",0,0,6/29/2013,21,98,733,110,112,28,1,8,8,5,3,0,0,0,0,1,1,0,SP
5207,1963,PhD,Married,"$53,378.00 ",1,1,9/24/2012,41,6,152,8,6,132,10,9,4,6,8,0,0,0,0,0,1,0,SP
5209,1954,Graduation,Divorced,"$50,002.00 ",0,1,6/17/2013,21,5,71,21,16,82,2,8,2,7,7,0,0,0,0,0,0,0,SA
5231,1974,2n Cycle,Married,"$45,894.00 ",0,2,2/27/2014,15,2,7,0,2,13,1,1,0,3,5,0,0,0,0,0,0,0,SP
5232,1965,Graduation,Married,"$69,139.00 ",0,1,1/27/2014,23,12,75,33,15,6,1,4,1,5,4,0,0,0,0,0,0,0,SP
5236,1979,Graduation,Together,"$77,568.00 ",0,1,8/25/2012,30,0,396,232,178,158,1,10,2,8,5,1,0,0,1,1,0,0,SP
5247,1955,PhD,Married,"$38,725.00 ",1,1,5/10/2014,52,0,6,2,1,5,2,1,0,4,4,0,0,0,0,0,0,0,SP
5255,1986,Graduation,Single,,1,0,2/20/2013,19,1,3,3,263,362,0,27,0,0,1,0,0,0,0,0,0,0,AUS
5267,1970,Graduation,Divorced,"$33,986.00 ",1,0,3/14/2013,43,2,18,2,1,5,1,1,0,3,7,0,0,0,0,0,0,0,SP
